종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"337930","브랜드엑스코퍼레이션","KOSDAQ","일반서비스","8580","100","1.18","251493073260"
"099390","브레인즈컴퍼니","KOSDAQ","출판·매체복제","6530","320","5.15","53600087990"
"064480","브리지텍","KOSDAQ","출판·매체복제","5110","150","3.02","61077275000"
"288330","브릿지바이오테라퓨틱스","KOSDAQ","제약","5090","-200","-3.78","242090524010"
"365900","브이씨","KOSDAQ","기타제조","3390","130","3.99","24781917000"
"089970","브이엠","KOSDAQ","기계·장비","8150","-130","-1.57","196216099250"
"251630","브이원텍","KOSDAQ","기계·장비","4025","-5","-0.12","64170116150"
"018290","브이티","KOSDAQ","화학","30350","-1300","-4.11","1086469512450"
"439580","블루엠텍","KOSDAQ","유통","21650","-900","-3.99","241835284650"
"033560","블루콤","KOSDAQ","전기·전자","3395","-80","-2.30","58054500000"
"369370","블리츠웨이스튜디오","KOSDAQ","기타제조","1671","-3","-0.18","83335963281"
"126340","비나텍","KOSDAQ","전기·전자","36300","-250","-0.68","220889783400"
"121800","비덴트","KOSDAQ","전기·전자","3320","0","0.00","256309348520"
"082800","비보존 제약","KOSDAQ","제약","4900","820","20.10","236390528500"
"318410","비비씨","KOSDAQ","화학","8190","-250","-2.96","45497440170"
"419540","비스토스","KOSDAQ","의료·정밀기기","1803","-32","-1.74","41455497333"
"146320","비씨엔씨","KOSDAQ","전기·전자","12960","-440","-3.28","165796282080"
"200780","비씨월드제약","KOSDAQ","제약","4905","30","0.62","43617143520"
"413640","비아이매트릭스","KOSDAQ","출판·매체복제","7450","-60","-0.80","53691703000"
"141000","비아트론","KOSDAQ","기계·장비","6620","-90","-1.34","80199380200"
"083650","비에이치아이","KOSDAQ","기계·장비","11150","-450","-3.88","345029781250"
"445360","비엔케이제1호스팩","KOSDAQ","금융","2105","0","0.00","9072550000"
"473370","비엔케이제2호스팩","KOSDAQ","금융","2025","0","0.00","8525250000"
"065170","비엘팜텍","KOSDAQ","유통","251","-11","-4.20","22331610309"
"086670","비엠티","KOSDAQ","기계·장비","8600","0","0.00","78476496400"
"335890","비올","KOSDAQ","의료·정밀기기","8670","100","1.17","506493813750"
"230980","비유테크놀러지","KOSDAQ","출판·매체복제","229","0","0.00","21370407553"
"138580","비즈니스온","KOSDAQ","출판·매체복제","15850","-20","-0.13","357515183550"
"082920","비츠로셀","KOSDAQ","전기·전자","20100","-350","-1.71","459731481300"
"054220","비츠로시스","KOSDAQ","전기·전자","438","-3","-0.68","21532342362"
"042370","비츠로테크","KOSDAQ","금융","6820","-100","-1.45","178684170500"
"050090","비케이홀딩스","KOSDAQ","일반서비스","787","1","0.13","15570586445"
"148780","비큐AI","KOSDAQ","출판·매체복제","1048","-13","-1.23","32955119800"
"307870","비투엔","KOSDAQ","출판·매체복제","753","-117","-13.45","34109302887"
"357880","비트나인","KOSDAQ","출판·매체복제","1989","137","7.40","20773028484"
"032850","비트컴퓨터","KOSDAQ","출판·매체복제","4770","-100","-2.05","79293107610"
"238200","비피도","KOSDAQ","음식료·담배","4070","15","0.37","33292600000"
"093190","빅솔론","KOSDAQ","전기·전자","4540","-20","-0.44","87344628700"
"065450","빅텍","KOSDAQ","의료·정밀기기","5050","60","1.20","144696640000"
"210120","빅텐츠","KOSDAQ","오락·문화","24550","-550","-2.19","77200175500"
"044480","빌리언스","KOSDAQ","화학","600","10","1.69","24398236800"
"069540","빛과전자","KOSDAQ","전기·전자","1370","-46","-3.25","58155568400"
"072950","빛샘전자","KOSDAQ","전기·전자","3860","-70","-1.78","31083074600"
"451250","삐아","KOSDAQ","화학","9420","-680","-6.73","95046641340"
"143240","사람인","KOSDAQ","일반서비스","16200","-540","-3.23","189690060600"
"452430","사피엔반도체","KOSDAQ","전기·전자","11600","-20","-0.17","93918866400"
"419120","산돌","KOSDAQ","출판·매체복제","6460","50","0.78","50222145960"
"122350","삼기","KOSDAQ","운송장비·부품","1462","-71","-4.63","56052243736"
"419050","삼기이브이","KOSDAQ","운송장비·부품","2205","-25","-1.12","126117709200"
"014970","삼륭물산","KOSDAQ","종이·목재","3960","-20","-0.50","59895000000"
"018310","삼목에스폼","KOSDAQ","금속","22100","-300","-1.34","324870000000"
"053700","삼보모터스","KOSDAQ","운송장비·부품","4290","35","0.82","98143145100"
"009620","삼보산업","KOSDAQ","금속","252","-7","-2.70","18594047304"
"023600","삼보판지","KOSDAQ","종이·목재","9070","-180","-1.95","146661900000"
"425290","삼성스팩6호","KOSDAQ","금융","2125","15","0.71","11730000000"
"439250","삼성스팩7호","KOSDAQ","금융","10370","-30","-0.29","36315740000"
"448740","삼성스팩8호","KOSDAQ","금융","10050","0","0.00","46873200000"
"468510","삼성스팩9호","KOSDAQ","금융","2020","0","0.00","22321000000"
"009300","삼아제약","KOSDAQ","제약","21250","-350","-1.62","135362500000"
"361670","삼영에스앤씨","KOSDAQ","전기·전자","6680","300","4.70","37859955440"
"054540","삼영엠텍","KOSDAQ","금속","3955","-80","-1.98","51415000000"
"065570","삼영이엔씨","KOSDAQ","전기·전자","2220","224","11.22","30221705820"
"032280","삼일","KOSDAQ","운송·창고","1458","-15","-1.02","23639414220"
"002290","삼일기업공사","KOSDAQ","건설","2815","-40","-1.40","34906000000"
"037460","삼지전자","KOSDAQ","전기·전자","8610","-60","-0.69","140502474420"
"032750","삼진","KOSDAQ","전기·전자","4070","-90","-2.16","36756666540"
"054090","삼진엘앤디","KOSDAQ","기타제조","862","-13","-1.49","21514857984"
"000250","삼천당제약","KOSDAQ","제약","125900","1700","1.37","2953295724800"
"024950","삼천리자전거","KOSDAQ","유통","3990","-20","-0.50","52961572230"
"038500","삼표시멘트","KOSDAQ","비금속","3030","-90","-2.88","326986407180"
"437730","삼현","KOSDAQ","운송장비·부품","7480","-50","-0.66","79057533720"
"017480","삼현철강","KOSDAQ","금속","4715","-65","-1.36","74039126350"
"046390","삼화네트웍스","KOSDAQ","오락·문화","1567","-61","-3.75","67651986011"
"027580","상보","KOSDAQ","화학","1182","-15","-1.25","69952271778"
"038540","상상인","KOSDAQ","일반서비스","1603","-11","-0.68","88691285739"
"415580","상상인제3호스팩","KOSDAQ","금융","2100","0","0.00","11151000000"
"452670","상상인제4호스팩","KOSDAQ","금융","2015","0","0.00","10518300000"
"091580","상신이디피","KOSDAQ","전기·전자","10050","60","0.60","134953600950"
"263810","상신전자","KOSDAQ","전기·전자","3135","-170","-5.14","44657190930"
"089980","상아프론테크","KOSDAQ","화학","20750","-500","-2.35","331772517750"
"042940","상지건설","KOSDAQ","건설","5810","-140","-2.35","23134339340"
"042600","새로닉스","KOSDAQ","전기·전자","13210","-240","-1.78","164115412540"
"107600","새빗켐","KOSDAQ","화학","22000","-500","-2.22","109593990000"
"411080","샌즈랩","KOSDAQ","출판·매체복제","6820","-420","-5.80","103995711160"
"252990","샘씨엔에스","KOSDAQ","전기·전자","5640","-120","-2.08","329308675320"
"378800","샤페론","KOSDAQ","제약","4900","-40","-0.81","147700851900"
"294630","서남","KOSDAQ","전기·전자","3555","20","0.57","85246976745"
"038070","서린바이오","KOSDAQ","유통","7050","-180","-2.49","62749765800"
"079650","서산","KOSDAQ","비금속","1207","6","0.50","24140000000"
"100660","서암기계공업","KOSDAQ","기계·장비","3670","-75","-2.00","46242000000"
"019770","서연탑메탈","KOSDAQ","기계·장비","3660","50","1.39","42639000000"
"043710","서울리거","KOSDAQ","유통","639","7","1.11","32077084320"
"092190","서울바이오시스","KOSDAQ","전기·전자","4030","-40","-0.98","184849583490"
"046890","서울반도체","KOSDAQ","전기·전자","9150","-10","-0.11","533494410000"
"063170","서울옥션","KOSDAQ","유통","6730","-110","-1.61","119620816910"
"027040","서울전자통신","KOSDAQ","전기·전자","265","-2","-0.75","18441044455"
"018680","서울제약","KOSDAQ","제약","4000","-100","-2.44","46637276000"
"093920","서원인텍","KOSDAQ","전기·전자","5800","30","0.52","107880000000"
"189860","서전기전","KOSDAQ","전기·전자","4870","-350","-6.70","47233058600"
"178320","서진시스템","KOSDAQ","전기·전자","27250","-900","-3.20","1532756746500"
"122690","서진오토모티브","KOSDAQ","운송장비·부품","2265","-70","-3.00","49477588650"
"140070","서플러스글로벌","KOSDAQ","유통","3275","65","2.02","121135700000"
"011370","서한","KOSDAQ","건설","783","-8","-1.01","79000679295"
"065710","서호전기","KOSDAQ","전기·전자","21650","-50","-0.23","111497500000"
"035890","서희건설","KOSDAQ","건설","1398","-12","-0.85","321272222886"
"357550","석경에이티","KOSDAQ","화학","45150","100","0.22","246293250000"
"003100","선광","KOSDAQ","운송·창고","15620","40","0.26","103092000000"
"067370","선바이오","KOSDAQ","제약","6810","60","0.89","83855309550"
"171090","선익시스템","KOSDAQ","기계·장비","42700","-1750","-3.94","405411093500"
"086710","선진뷰티사이언스","KOSDAQ","화학","9910","-310","-3.03","120934504800"
"014620","성광벤드","KOSDAQ","금속","12770","-310","-2.37","365222000000"
"037350","성도이엔지","KOSDAQ","일반서비스","4505","-115","-2.49","69692350000"
"081580","성우전자","KOSDAQ","전기·전자","4565","-190","-4.00","70794672795"
"045300","성우테크론","KOSDAQ","전기·전자","2650","-10","-0.38","26901694950"
"015750","성우하이텍","KOSDAQ","운송장비·부품","6130","-20","-0.33","490400000000"
"365340","성일하이텍","KOSDAQ","화학","53000","500","0.95","643279391000"
"080470","성창오토텍","KOSDAQ","운송장비·부품","4120","-15","-0.36","30076000000"
"043260","성호전자","KOSDAQ","전기·전자","1525","-20","-1.29","93028338225"
"148150","세경하이테크","KOSDAQ","전기·전자","6810","220","3.34","244209521490"
"188260","세니젠","KOSDAQ","기타제조","2865","-35","-1.21","20709566550"
"053060","세동","KOSDAQ","운송장비·부품","1155","10","0.87","20394318945"
"340440","세림B&G","KOSDAQ","화학","1408","43","3.15","39956736512"
"017510","세명전기","KOSDAQ","금속","5090","50","0.99","77602140000"
"011560","세보엠이씨","KOSDAQ","건설","9820","-150","-1.50","103404600000"
"396300","세아메카닉스","KOSDAQ","금속","2925","-20","-0.68","77481787500"
"100700","세운메디칼","KOSDAQ","제약","2705","-45","-1.64","118479000000"
"024830","세원물산","KOSDAQ","운송장비·부품","6220","0","0.00","51937000000"
"258830","세종메디칼","KOSDAQ","의료·정밀기기","412","0","0.00","22983976612"
"036630","세종텔레콤","KOSDAQ","일반서비스","490","-2","-0.41","98000000000"
"039310","세중","KOSDAQ","출판·매체복제","1700","14","0.83","30806833900"
"067770","세진티에스","KOSDAQ","전기·전자","2460","65","2.71","20655618780"
"053450","세코닉스","KOSDAQ","의료·정밀기기","5440","170","3.23","80472848320"
"222810","세토피아","KOSDAQ","금속","1080","0","0.00","81712098000"
"252500","세화피앤씨","KOSDAQ","화학","903","-13","-1.42","37462210170"
"321370","센서뷰","KOSDAQ","전기·전자","2090","-70","-3.24","55058427050"
"347000","센코","KOSDAQ","의료·정밀기기","2445","-10","-0.41","80697166320"
"331920","셀레믹스","KOSDAQ","제약","3815","-60","-1.55","31146224620"
"049180","셀루메드","KOSDAQ","제약","2780","-115","-3.97","143214218680"
"299660","셀리드","KOSDAQ","일반서비스","4850","0","0.00","102349438450"
"268600","셀리버리","KOSDAQ","일반서비스","6680","0","0.00","248384003120"
"108860","셀바스AI","KOSDAQ","출판·매체복제","10220","80","0.79","275069153800"
"208370","셀바스헬스케어","KOSDAQ","의료·정밀기기","4060","-40","-0.98","104506689840"
"318160","셀바이오휴먼텍","KOSDAQ","섬유·의류","3580","160","4.68","33154025580"
"308430","셀비온","KOSDAQ","제약","17750","-3050","-14.66","226117409750"
"068760","셀트리온제약","KOSDAQ","제약","61600","-400","-0.65","2562583839200"
"068940","셀피글로벌","KOSDAQ","전기·전자","778","0","0.00","29766744466"
"060230","소니드","KOSDAQ","화학","813","1","0.12","37452251490"
"290690","소룩스","KOSDAQ","전기·전자","9090","130","1.45","414179850600"
"950200","소마젠","KOSDAQ","일반서비스","4150","-75","-1.78","79829619950"
"032680","소프트센","KOSDAQ","일반서비스","399","11","2.84","42130714836"
"032685","소프트센우","KOSDAQ","일반서비스","7910","-130","-1.62","2824993220"
"258790","소프트캠프","KOSDAQ","출판·매체복제","900","15","1.69","22492155600"
"066910","손오공","KOSDAQ","유통","1580","1","0.06","53379129220"
"035610","솔본","KOSDAQ","일반서비스","3895","10","0.26","106512658315"
"357780","솔브레인","KOSDAQ","화학","195000","-200","-0.10","1516820370000"
"036830","솔브레인홀딩스","KOSDAQ","일반서비스","47500","-250","-0.52","995792660000"
"304100","솔트룩스","KOSDAQ","출판·매체복제","17790","-910","-4.87","215802804720"
"328380","솔트웨어","KOSDAQ","일반서비스","1080","35","3.35","37003800240"
"086980","쇼박스","KOSDAQ","오락·문화","4340","95","2.24","271848920000"
"050960","수산아이앤티","KOSDAQ","출판·매체복제","9950","-40","-0.40","67172450000"
"084180","수성웹툰","KOSDAQ","기계·장비","617","1","0.16","72479281841"
"253840","수젠텍","KOSDAQ","의료·정밀기기","5850","-320","-5.19","97947720000"
"298830","슈어소프트테크","KOSDAQ","출판·매체복제","4570","-135","-2.87","240469108770"
"236200","슈프리마","KOSDAQ","전기·전자","26000","-350","-1.33","187025098000"
"094840","슈프리마에이치큐","KOSDAQ","전기·전자","5710","-90","-1.55","59794206400"
"192440","슈피겐코리아","KOSDAQ","기타제조","20400","-450","-2.16","126813805200"
"424960","스마트레이더시스템","KOSDAQ","의료·정밀기기","10380","30","0.29","162107989200"
"099440","스맥","KOSDAQ","기계·장비","3045","-70","-2.25","122541134730"
"276040","스코넥","KOSDAQ","출판·매체복제","3005","-25","-0.83","37726194370"
"159910","스킨앤스킨","KOSDAQ","화학","754","-1","-0.13","27453213892"
"060240","스타코링크","KOSDAQ","출판·매체복제","551","-28","-4.84","17156113973"
"115570","스타플렉스","KOSDAQ","화학","2990","-65","-2.13","23873678920"
"330730","스톤브릿지벤처스","KOSDAQ","금융","3850","-20","-0.52","69880695500"
"352090","스톰테크","KOSDAQ","화학","3210","-75","-2.28","86262323580"
"253450","스튜디오드래곤","KOSDAQ","오락·문화","38650","-150","-0.39","1161760947700"
"408900","스튜디오미르","KOSDAQ","오락·문화","4165","-245","-5.56","136221048110"
"204630","스튜디오산타클로스","KOSDAQ","오락·문화","4650","0","0.00","23668225650"
"415380","스튜디오삼익","KOSDAQ","유통","8120","-120","-1.46","34311043760"
"013810","스페코","KOSDAQ","기계·장비","4750","-85","-1.76","69613482500"
"203690","스피어파워","KOSDAQ","종이·목재","5050","-20","-0.39","67356142500"
"049830","승일","KOSDAQ","금속","7090","-10","-0.14","43476674080"
"020710","시공테크","KOSDAQ","일반서비스","3470","-55","-1.56","69566455900"
"033170","시그네틱스","KOSDAQ","전기·전자","1000","10","1.01","85728319000"
"048870","시너지이노베이션","KOSDAQ","의료·정밀기기","2705","-50","-1.81","223726070520"
"025320","시노펙스","KOSDAQ","전기·전자","6870","370","5.69","575829220320"
"269620","시스웍","KOSDAQ","의료·정밀기기","889","0","0.00","132090012299"
"429270","시지트로닉스","KOSDAQ","전기·전자","6620","-80","-1.19","29831375000"
"418250","시큐레터","KOSDAQ","출판·매체복제","6550","0","0.00","52279100100"
"131090","시큐브","KOSDAQ","출판·매체복제","896","-1","-0.11","39424000000"
"232830","시큐센","KOSDAQ","출판·매체복제","2080","10","0.48","24351541760"
"290520","신도기연","KOSDAQ","기계·장비","2055","-105","-4.86","32734838910"
"001000","신라섬유","KOSDAQ","일반서비스","1050","-43","-3.93","25491417000"
"025870","신라에스지","KOSDAQ","유통","6160","-30","-0.48","24640000000"
"215600","신라젠","KOSDAQ","일반서비스","2400","15","0.63","329681100000"
"065350","신성델타테크","KOSDAQ","전기·전자","44300","-600","-1.34","1217538896400"
"416180","신성에스티","KOSDAQ","운송장비·부품","25900","-250","-0.96","234130250200"
"162300","신스틸","KOSDAQ","금속","2350","-105","-4.28","97457747700"
"290560","신시웨이","KOSDAQ","출판·매체복제","6310","-40","-0.63","24470003320"
"002800","신신제약","KOSDAQ","제약","5600","-150","-2.61","84954800000"
"472220","신영스팩10호","KOSDAQ","금융","2140","-5","-0.23","10036600000"
"430220","신영스팩8호","KOSDAQ","금융","2190","20","0.92","14804400000"
"445970","신영스팩9호","KOSDAQ","금융","2165","-25","-1.14","11604400000"
"017000","신원종합개발","KOSDAQ","건설","3025","10","0.33","35295781675"
"012790","신일제약","KOSDAQ","제약","7270","-120","-1.62","87141237050"
"138070","신진에스엠","KOSDAQ","금속","2390","15","0.63","41832657560"
"226330","신테카바이오","KOSDAQ","출판·매체복제","4440","-185","-4.00","67747629000"
"418210","신한제10호스팩","KOSDAQ","금융","2245","40","1.81","8216700000"
"452980","신한제11호스팩","KOSDAQ","금융","1949","-5","-0.26","36845845000"
"474660","신한제12호스팩","KOSDAQ","금융","2125","-25","-1.16","11730000000"
"474930","신한제13호스팩","KOSDAQ","금융","2155","-25","-1.15","7801100000"
"056700","신화인터텍","KOSDAQ","화학","1688","-3","-0.18","49180033608"
"187270","신화콘텍","KOSDAQ","전기·전자","3260","-45","-1.36","33068934700"
"243840","신흥에스이씨","KOSDAQ","전기·전자","7440","-20","-0.27","289557620400"
"257720","실리콘투","KOSDAQ","유통","35950","-1950","-5.15","2188392762300"
"222800","심텍","KOSDAQ","전기·전자","15880","-360","-2.22","505843790840"
"036710","심텍홀딩스","KOSDAQ","전기·전자","1552","-35","-2.21","75039425040"
"160980","싸이맥스","KOSDAQ","기계·장비","10650","-350","-3.18","116343187950"
"356890","싸이버원","KOSDAQ","출판·매체복제","2875","-65","-2.21","34259434375"
"217330","싸이토젠","KOSDAQ","일반서비스","7080","-180","-2.48","163757192760"
"010280","쌍용정보통신","KOSDAQ","일반서비스","601","-9","-1.48","39139395386"
"208640","썸에이지","KOSDAQ","출판·매체복제","233","-2","-0.85","32442979182"
"222420","쎄노텍","KOSDAQ","비금속","796","-6","-0.75","36186343876"
"037760","쎄니트","KOSDAQ","금속","1566","-8","-0.51","52982354286"
"099320","쎄트렉아이","KOSDAQ","운송장비·부품","37250","-450","-1.19","407935105500"
"049960","쎌바이오텍","KOSDAQ","제약","13590","40","0.30","127746000000"
"088280","쏘닉스","KOSDAQ","전기·전자","2600","-50","-1.89","44996874000"
"050890","쏠리드","KOSDAQ","전기·전자","4320","-150","-3.36","263931397920"
"475400","씨메스","KOSDAQ","기계·장비","19850","-3250","-14.07","227038543500"
"109670","씨싸이트","KOSDAQ","섬유·의류","9070","-40","-0.44","52937980140"
"066790","씨씨에스","KOSDAQ","일반서비스","1629","-7","-0.43","106132671531"
"222080","씨아이에스","KOSDAQ","기계·장비","8220","-110","-1.32","589615067940"
"352480","씨앤씨인터내셔널","KOSDAQ","화학","68800","-2800","-3.91","688959140800"
"264660","씨앤지하이테크","KOSDAQ","기계·장비","12640","-280","-2.17","121696605440"
"352700","씨앤투스","KOSDAQ","섬유·의류","2940","-20","-0.68","80194083060"
"458870","씨어스테크놀로지","KOSDAQ","의료·정밀기기","12200","-610","-4.76","153130496000"
"297090","씨에스베어링","KOSDAQ","기계·장비","5150","-160","-3.01","140440500000"
"900120","씨엑스아이","KOSDAQ","금융","79","-3","-3.66","22770341114"
"359090","씨엔알리서치","KOSDAQ","일반서비스","1195","-16","-1.32","67458814745"
"115530","씨엔플러스","KOSDAQ","전기·전자","461","2","0.44","31330943000"
"115480","씨유메디칼","KOSDAQ","의료·정밀기기","762","-16","-2.06","36747113196"
"340810","씨유박스","KOSDAQ","출판·매체복제","3200","-10","-0.31","33913161600"
"376290","씨유테크","KOSDAQ","전기·전자","3125","5","0.16","55179687500"
"189330","씨이랩","KOSDAQ","출판·매체복제","6630","-60","-0.90","40391842920"
"096530","씨젠","KOSDAQ","제약","22700","-550","-2.37","1185530063800"
"101240","씨큐브","KOSDAQ","화학","4850","-70","-1.42","50153592950"
"060590","씨티씨바이오","KOSDAQ","제약","8020","70","0.88","193931780400"
"260930","씨티케이","KOSDAQ","화학","5580","-110","-1.93","107926077780"
"052300","씨티프라퍼티","KOSDAQ","유통","371","-2","-0.54","62569681643"
"413630","씨피시스템","KOSDAQ","화학","2570","70","2.80","99467802250"
"013990","아가방컴퍼니","KOSDAQ","유통","4480","55","1.24","147336161280"
"123860","아나패스","KOSDAQ","전기·전자","18060","-240","-1.31","218948874900"
"125210","아모그린텍","KOSDAQ","전기·전자","6950","710","11.38","114652690500"
"357580","아모센스","KOSDAQ","전기·전자","7150","60","0.85","80224887600"
"052710","아모텍","KOSDAQ","전기·전자","3830","90","2.41","55975867470"
"074430","아미노로직스","KOSDAQ","제약","1193","-8","-0.67","104777424892"
"092040","아미코젠","KOSDAQ","음식료·담배","4345","-60","-1.36","239054717715"
"083930","아바코","KOSDAQ","기계·장비","14700","330","2.30","219218130600"
"149950","아바텍","KOSDAQ","전기·전자","12030","-20","-0.17","187758225000"
"036010","아비코전자","KOSDAQ","전기·전자","4915","-125","-2.48","65334770610"
"050860","아세아텍","KOSDAQ","기계·장비","2185","10","0.46","49162500000"
"136410","아셈스","KOSDAQ","화학","8170","-40","-0.49","90026096020"
"246720","아스타","KOSDAQ","제약","4495","5","0.11","60985013500"
"067390","아스트","KOSDAQ","운송장비·부품","532","-17","-3.10","183116523744"
"159010","아스플로","KOSDAQ","기계·장비","6180","0","0.00","82408687020"
"127710","아시아경제","KOSDAQ","일반서비스","1315","15","1.15","45898867830"
"154030","아시아종묘","KOSDAQ","농업, 임업 및 어업","2390","-20","-0.83","27703331280"
"227610","아우딘퓨쳐스","KOSDAQ","화학","1371","3","0.22","48785042937"
"143160","아이디스","KOSDAQ","전기·전자","14930","-20","-0.13","159995702700"
"054800","아이디스홀딩스","KOSDAQ","일반서비스","9060","0","0.00","93750669360"
"332370","아이디피","KOSDAQ","전기·전자","3630","-120","-3.20","48183625380"
"339950","아이비김영","KOSDAQ","일반서비스","1724","-12","-0.69","77488033220"
"469750","아이비젼웍스","KOSDAQ","기계·장비","1454","22","1.54","49343643374"
"460470","아이빔테크놀로지","KOSDAQ","의료·정밀기기","4775","-65","-1.34","72027866750"
"099190","아이센스","KOSDAQ","의료·정밀기기","18940","50","0.26","523449950620"
"461300","아이스크림미디어","KOSDAQ","일반서비스","13100","20","0.15","171130972300"
"289010","아이스크림에듀","KOSDAQ","출판·매체복제","2350","-50","-2.08","30230486950"
"214430","아이쓰리시스템","KOSDAQ","전기·전자","35300","1800","5.37","250868628000"
"040910","아이씨디","KOSDAQ","기계·장비","4885","-185","-3.65","90735333375"
"368600","아이씨에이치","KOSDAQ","전기·전자","3605","-75","-2.04","63225737330"
"456010","아이씨티케이","KOSDAQ","전기·전자","7140","40","0.56","94404337440"
"052860","아이앤씨","KOSDAQ","전기·전자","1603","25","1.58","28634154962"
"464500","아이언디바이스","KOSDAQ","전기·전자","4460","-180","-3.88","60893552980"
"038880","아이에이","KOSDAQ","전기·전자","200","1","0.50","63066940400"
"307180","아이엘사이언스","KOSDAQ","전기·전자","3055","-70","-2.24","82615839540"
"101390","아이엠","KOSDAQ","전기·전자","2970","90","3.13","31327812450"
"461030","아이엠비디엑스","KOSDAQ","일반서비스","14210","-1190","-7.73","199192227500"
"451220","아이엠티","KOSDAQ","기계·장비","9030","180","2.03","71107737330"
"090150","아이윈","KOSDAQ","운송장비·부품","868","-12","-1.36","36347754324"
"123010","아이윈플러스","KOSDAQ","전기·전자","687","-31","-4.32","22436418354"
"031310","아이즈비전","KOSDAQ","일반서비스","1788","-14","-0.78","45298329168"
"185490","아이진","KOSDAQ","일반서비스","2790","-35","-1.24","75413097360"
"059100","아이컴포넌트","KOSDAQ","전기·전자","4495","-40","-0.88","31783515700"
"262840","아이퀘스트","KOSDAQ","출판·매체복제","2220","10","0.45","42823800000"
"175250","아이큐어","KOSDAQ","제약","2430","-65","-2.61","91266834240"
"052460","아이크래프트","KOSDAQ","일반서비스","2355","-35","-1.46","34401689280"
"119830","아이텍","KOSDAQ","일반서비스","5470","20","0.37","117245604590"
"052770","아이톡시","KOSDAQ","유통","1413","87","6.56","69208663698"
"124500","아이티센","KOSDAQ","일반서비스","6300","130","2.11","146188520100"
"372800","아이티아이즈","KOSDAQ","출판·매체복제","5920","90","1.54","35679780800"
"084850","아이티엠반도체","KOSDAQ","전기·전자","18400","200","1.10","417365985600"
"114840","아이패밀리에스씨","KOSDAQ","화학","19700","-650","-3.19","339272296800"
"027360","아주IB투자","KOSDAQ","금융","1921","-40","-2.04","232336124926"
"032080","아즈텍WB","KOSDAQ","섬유·의류","1100","-21","-1.87","23640131900"
"013310","아진산업","KOSDAQ","운송장비·부품","2760","-90","-3.16","107106166320"
"059120","아진엑스텍","KOSDAQ","전기·전자","7700","40","0.52","75064189200"
"158430","아톤","KOSDAQ","출판·매체복제","3990","-90","-2.21","90183871260"
"321820","아티스트유나이티드","KOSDAQ","출판·매체복제","15870","360","2.32","212131274700"
"001540","안국약품","KOSDAQ","제약","7060","-110","-1.53","92079485200"
"053800","안랩","KOSDAQ","출판·매체복제","57400","-100","-0.17","638661444400"
"065660","안트로젠","KOSDAQ","유통","14900","-350","-2.30","144997457700"
"297570","알로이스","KOSDAQ","전기·전자","1099","-17","-1.52","38048718582"
"260660","알리코제약","KOSDAQ","제약","3675","-155","-4.05","56326802175"
"354320","알멕","KOSDAQ","금속","30800","-200","-0.65","196854534800"
"361570","알비더블유","KOSDAQ","오락·문화","2220","-35","-1.55","63570346020"
"131370","알서포트","KOSDAQ","출판·매체복제","2895","0","0.00","154208205285"
"140670","알에스오토메이션","KOSDAQ","전기·전자","10270","-80","-0.77","95543247800"
"096610","알에프세미","KOSDAQ","전기·전자","2965","0","0.00","51550708615"
"061040","알에프텍","KOSDAQ","전기·전자","2930","-110","-3.62","94021528870"
"148250","알엔투테크놀로지","KOSDAQ","전기·전자","4030","25","0.62","29786479580"
"347860","알체라","KOSDAQ","출판·매체복제","2180","-20","-0.91","48002876240"
"196170","알테오젠","KOSDAQ","일반서비스","374000","-8000","-2.09","19877549472000"
"123750","알톤","KOSDAQ","운송장비·부품","1613","-6","-0.37","20559777061"
"085810","알티캐스트","KOSDAQ","출판·매체복제","1384","27","1.99","43017431256"
"043100","알파녹스","KOSDAQ","의료·정밀기기","2760","-45","-1.60","22013539200"
"117670","알파홀딩스","KOSDAQ","전기·전자","945","0","0.00","37743429465"
"314140","알피바이오","KOSDAQ","제약","6040","-130","-2.11","52344820440"
"291650","압타머사이언스","KOSDAQ","일반서비스","2525","55","2.23","42875136300"
"293780","압타바이오","KOSDAQ","일반서비스","8200","280","3.54","202787640000"
"196300","애니젠","KOSDAQ","제약","12580","-20","-0.16","75522608460"
"310200","애니플러스","KOSDAQ","오락·문화","2655","-110","-3.98","120858199245"
"299910","애닉","KOSDAQ","출판·매체복제","6880","0","0.00","32483121920"
"179530","애드바이오텍","KOSDAQ","제약","3320","-65","-1.92","30346274080"
"900100","애머릿지","KOSDAQ","유통","1296","190","17.18","54688477104"
"205500","액션스퀘어","KOSDAQ","출판·매체복제","1077","1","0.09","55926585240"
"052790","액토즈소프트","KOSDAQ","출판·매체복제","6580","390","6.30","74555598040"
"290740","액트로","KOSDAQ","전기·전자","5590","50","0.90","56263411490"
"238090","앤디포스","KOSDAQ","비금속","3885","-30","-0.77","91457962155"
"092600","앤씨앤","KOSDAQ","전기·전자","1200","16","1.35","30100220400"
"129890","앱코","KOSDAQ","전기·전자","1145","-16","-1.38","57986704450"
"174900","앱클론","KOSDAQ","제약","15600","-570","-3.53","271831731600"
"255440","야스","KOSDAQ","기계·장비","10140","-400","-3.80","132408120000"
"030960","양지사","KOSDAQ","출판·매체복제","9230","-190","-2.02","147495400000"
"102120","어보브반도체","KOSDAQ","전기·전자","9630","-60","-0.62","171228651390"
"263540","어스앤에어로스페이스","KOSDAQ","운송장비·부품","5950","0","0.00","85049841450"
